Nr,KeggModule,KeggModuleNR,KeggModuleName,CategoryGlobal,Category,KeggModuleOrder
746,Carbohydrate and lipid metabolism - Other carbohydrate metabolism - M00801: dTDP-L-olivose biosynthesis,M00801,M00801: dTDP-L-olivose biosynthesis,Carbohydrate and lipid metabolism,Other carbohydrate metabolism,746
747,Carbohydrate and lipid metabolism - Other carbohydrate metabolism - M00802: dTDP-D-forosamine biosynthesis,M00802,M00802: dTDP-D-forosamine biosynthesis,Carbohydrate and lipid metabolism,Other carbohydrate metabolism,747
748,Carbohydrate and lipid metabolism - Other carbohydrate metabolism - M00803: dTDP-D-angolosamine biosynthesis,M00803,M00803: dTDP-D-angolosamine biosynthesis,Carbohydrate and lipid metabolism,Other carbohydrate metabolism,748
749,"Energy metabolism - Nitrogen metabolism - M00804: Complete nitrification, comammox, ammonia => nitrite => nitrate",M00804,"M00804: Complete nitrification, comammox, ammonia => nitrite => nitrate",Energy metabolism,Nitrogen metabolism,749
750,"Secondary metabolism - Biosynthesis of secondary metabolites - M00805: Staurosporine biosynthesis, tryptophan => staurosporine",M00805,"M00805: Staurosporine biosynthesis, tryptophan => staurosporine",Secondary metabolism,Biosynthesis of secondary metabolites,750
751,"Environmental information processing - Phosphotransferase system (PTS) - M00806: PTS system, maltose-specific II component",M00806,"M00806: PTS system, maltose-specific II component",Environmental information processing,Phosphotransferase system (PTS),751
752,"Environmental information processing - Phosphotransferase system (PTS) - M00807: PTS system, galactose-specific II component",M00807,"M00807: PTS system, galactose-specific II component",Environmental information processing,Phosphotransferase system (PTS),752
753,"Secondary metabolism - Biosynthesis of secondary metabolites - M00808: Violacein biosynthesis, tryptophan => violacein",M00808,"M00808: Violacein biosynthesis, tryptophan => violacein",Secondary metabolism,Biosynthesis of secondary metabolites,753
754,"Environmental information processing - Phosphotransferase system (PTS) - M00809: PTS system, glucose-specific II component",M00809,"M00809: PTS system, glucose-specific II component",Environmental information processing,Phosphotransferase system (PTS),754
755,"Secondary metabolism - Aromatics degradation - M00810: Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",M00810,"M00810: Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",Secondary metabolism,Aromatics degradation,755
756,"Secondary metabolism - Aromatics degradation - M00811: Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",M00811,"M00811: Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",Secondary metabolism,Aromatics degradation,756
757,Environmental information processing - Two-component regulatory system - M00812: AgrC2-AgrA2 (virulence regulation) two-component regulatory system,M00812,M00812: AgrC2-AgrA2 (virulence regulation) two-component regulatory system,Environmental information processing,Two-component regulatory system,757
758,Environmental information processing - ABC-2 type and other transport systems - M00813: Lantibiotic transport system,M00813,M00813: Lantibiotic transport system,Environmental information processing,ABC-2 type and other transport systems,758
759,"Secondary metabolism - Biosynthesis of secondary metabolites - M00814: Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",M00814,"M00814: Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",Secondary metabolism,Biosynthesis of secondary metabolites,759
760,"Secondary metabolism - Biosynthesis of secondary metabolites - M00815: Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",M00815,"M00815: Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",Secondary metabolism,Biosynthesis of secondary metabolites,760
761,Environmental information processing - Two-component regulatory system - M00816: NisK-NisR (lantibiotic biosynthesis) two-component regulatory system,M00816,M00816: NisK-NisR (lantibiotic biosynthesis) two-component regulatory system,Environmental information processing,Two-component regulatory system,761
762,Environmental information processing - ABC-2 type and other transport systems - M00817: Lantibiotic transport system,M00817,M00817: Lantibiotic transport system,Environmental information processing,ABC-2 type and other transport systems,762
763,Environmental information processing - Two-component regulatory system - M00818: FusK-FusR (virulence regulation) two-component regulatory system,M00818,M00818: FusK-FusR (virulence regulation) two-component regulatory system,Environmental information processing,Two-component regulatory system,763
764,"Secondary metabolism - Biosynthesis of secondary metabolites - M00819: Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",M00819,"M00819: Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",Secondary metabolism,Biosynthesis of secondary metabolites,764
765,Environmental information processing - Two-component regulatory system - M00820: SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system,M00820,M00820: SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system,Environmental information processing,Two-component regulatory system,765
766,"Environmental information processing - Drug efflux transporter/pump - M00821: Multidrug resistance, efflux pump TriABC-TolC",M00821,"M00821: Multidrug resistance, efflux pump TriABC-TolC",Environmental information processing,Drug efflux transporter/pump,766
767,"Environmental information processing - Drug efflux transporter/pump - M00822: Multidrug resistance, efflux pump MexMN-OprM",M00822,"M00822: Multidrug resistance, efflux pump MexMN-OprM",Environmental information processing,Drug efflux transporter/pump,767
768,"Secondary metabolism - Biosynthesis of secondary metabolites - M00823: Chlortetracycline biosynthesis, pretetramide => chlortetracycline",M00823,"M00823: Chlortetracycline biosynthesis, pretetramide => chlortetracycline",Secondary metabolism,Biosynthesis of secondary metabolites,768
769,"Secondary metabolism - Biosynthesis of secondary metabolites - M00824: 9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",M00824,"M00824: 9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",Secondary metabolism,Biosynthesis of secondary metabolites,769
770,"Secondary metabolism - Biosynthesis of secondary metabolites - M00825: 10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",M00825,"M00825: 10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",Secondary metabolism,Biosynthesis of secondary metabolites,770
771,"Secondary metabolism - Biosynthesis of secondary metabolites - M00826: C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",M00826,"M00826: C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",Secondary metabolism,Biosynthesis of secondary metabolites,771
772,"Secondary metabolism - Biosynthesis of secondary metabolites - M00827: C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",M00827,"M00827: C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",Secondary metabolism,Biosynthesis of secondary metabolites,772
773,"Secondary metabolism - Biosynthesis of secondary metabolites - M00828: Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(2-chloro-3-hydroxy-4-methoxyphenyl)-3-hydroxypropanoyl-PCP",M00828,"M00828: Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(2-chloro-3-hydroxy-4-methoxyphenyl)-3-hydroxypropanoyl-PCP",Secondary metabolism,Biosynthesis of secondary metabolites,773
774,"Secondary metabolism - Biosynthesis of secondary metabolites - M00829: 3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",M00829,"M00829: 3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",Secondary metabolism,Biosynthesis of secondary metabolites,774
775,"Secondary metabolism - Biosynthesis of secondary metabolites - M00830: Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",M00830,"M00830: Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",Secondary metabolism,Biosynthesis of secondary metabolites,775
776,"Secondary metabolism - Biosynthesis of secondary metabolites - M00831: Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",M00831,"M00831: Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",Secondary metabolism,Biosynthesis of secondary metabolites,776
777,"Secondary metabolism - Biosynthesis of secondary metabolites - M00832: Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",M00832,"M00832: Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",Secondary metabolism,Biosynthesis of secondary metabolites,777
778,"Secondary metabolism - Biosynthesis of secondary metabolites - M00833: Calicheamicin biosynthesis, calicheamicinone => calicheamicin",M00833,"M00833: Calicheamicin biosynthesis, calicheamicinone => calicheamicin",Secondary metabolism,Biosynthesis of secondary metabolites,778
779,"Secondary metabolism - Biosynthesis of secondary metabolites - M00834: Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",M00834,"M00834: Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",Secondary metabolism,Biosynthesis of secondary metabolites,779
780,"Secondary metabolism - Biosynthesis of secondary metabolites - M00835: Pyocyanine biosynthesis, chorismate => pyocyanine",M00835,"M00835: Pyocyanine biosynthesis, chorismate => pyocyanine",Secondary metabolism,Biosynthesis of secondary metabolites,780
781,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00836: Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",M00836,"M00836: Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,781
782,"Secondary metabolism - Biosynthesis of secondary metabolites - M00837: Prodigiosin biosynthesis, L-proline => prodigiosin",M00837,"M00837: Prodigiosin biosynthesis, L-proline => prodigiosin",Secondary metabolism,Biosynthesis of secondary metabolites,782
783,"Secondary metabolism - Biosynthesis of secondary metabolites - M00838: Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",M00838,"M00838: Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",Secondary metabolism,Biosynthesis of secondary metabolites,783
784,Environmental information processing - Two-component regulatory system - M00839: PdtaS-PdtaR two-component regulatory system,M00839,M00839: PdtaS-PdtaR two-component regulatory system,Environmental information processing,Two-component regulatory system,784
785,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00840: Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",M00840,"M00840: Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,785
786,"Nucleotide and amino acid metabolism - Cofactor and vitamin biosynthesis - M00841: Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",M00841,"M00841: Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",Nucleotide and amino acid metabolism,Cofactor and vitamin biosynthesis,786
